"cnty_fips","display_name","Value","theme_range"
13003,"""Atkinson, (GA)""",170.4,"164.5 - 283.2 (641)"
13005,"""Bacon, (GA)""",89.6,"32.1 - 91.7 (644)"
13007,"""Baker, (GA)""",146,"144.5 - 164.4 (639)"
13009,"""Baldwin, (GA)""",138.1,"123.3 - 144.4 (644)"
13011,"""Banks, (GA)""",164.3,"144.5 - 164.4 (639)"
13013,"""Barrow, (GA)""",162.3,"144.5 - 164.4 (639)"
13015,"""Bartow, (GA)""",191.2,"164.5 - 283.2 (641)"
13017,"""Ben Hill, (GA)""",160.7,"144.5 - 164.4 (639)"
13019,"""Berrien, (GA)""",168.6,"164.5 - 283.2 (641)"
13021,"""Bibb, (GA)""",166.9,"164.5 - 283.2 (641)"
13023,"""Bleckley, (GA)""",162.3,"144.5 - 164.4 (639)"
13025,"""Brantley, (GA)""",183,"164.5 - 283.2 (641)"
13027,"""Brooks, (GA)""",152.1,"144.5 - 164.4 (639)"
13029,"""Bryan, (GA)""",152.1,"144.5 - 164.4 (639)"
13031,"""Bulloch, (GA)""",181.5,"164.5 - 283.2 (641)"
13033,"""Burke, (GA)""",171.2,"164.5 - 283.2 (641)"
13035,"""Butts, (GA)""",143.2,"123.3 - 144.4 (644)"
13037,"""Calhoun, (GA)""",135.7,"123.3 - 144.4 (644)"
13039,"""Camden, (GA)""",159.8,"144.5 - 164.4 (639)"
13043,"""Candler, (GA)""",120.9,"91.8 - 123.2 (642)"
13045,"""Carroll, (GA)""",153.5,"144.5 - 164.4 (639)"
13047,"""Catoosa, (GA)""",141.1,"123.3 - 144.4 (644)"
13049,"""Charlton, (GA)""",176,"164.5 - 283.2 (641)"
13051,"""Chatham, (GA)""",143,"123.3 - 144.4 (644)"
13053,"""Chattahoochee, (GA)""",134.9,"123.3 - 144.4 (644)"
13055,"""Chattooga, (GA)""",195.8,"164.5 - 283.2 (641)"
13057,"""Cherokee, (GA)""",126.6,"123.3 - 144.4 (644)"
13059,"""Clarke, (GA)""",131.7,"123.3 - 144.4 (644)"
13061,"""Clay, (GA)""",135.4,"123.3 - 144.4 (644)"
13063,"""Clayton, (GA)""",142.6,"123.3 - 144.4 (644)"
13065,"""Clinch, (GA)""",142.9,"123.3 - 144.4 (644)"
13067,"""Cobb, (GA)""",136.3,"123.3 - 144.4 (644)"
13069,"""Coffee, (GA)""",182.3,"164.5 - 283.2 (641)"
13071,"""Colquitt, (GA)""",175.4,"164.5 - 283.2 (641)"
13073,"""Columbia, (GA)""",138,"123.3 - 144.4 (644)"
13075,"""Cook, (GA)""",151.9,"144.5 - 164.4 (639)"
13077,"""Coweta, (GA)""",145.9,"144.5 - 164.4 (639)"
13079,"""Crawford, (GA)""",166.6,"164.5 - 283.2 (641)"
13081,"""Crisp, (GA)""",179.7,"164.5 - 283.2 (641)"
13083,"""Dade, (GA)""",149,"144.5 - 164.4 (639)"
13085,"""Dawson, (GA)""",131.4,"123.3 - 144.4 (644)"
13087,"""Decatur, (GA)""",153.4,"144.5 - 164.4 (639)"
13089,"""DeKalb, (GA)""",137.4,"123.3 - 144.4 (644)"
13091,"""Dodge, (GA)""",166.9,"164.5 - 283.2 (641)"
13093,"""Dooly, (GA)""",171.3,"164.5 - 283.2 (641)"
13095,"""Dougherty, (GA)""",150.4,"144.5 - 164.4 (639)"
13097,"""Douglas, (GA)""",161,"144.5 - 164.4 (639)"
13099,"""Early, (GA)""",139.6,"123.3 - 144.4 (644)"
13101,"""Echols, (GA)""",154.4,"144.5 - 164.4 (639)"
13103,"""Effingham, (GA)""",139.6,"123.3 - 144.4 (644)"
13105,"""Elbert, (GA)""",152.4,"144.5 - 164.4 (639)"
13107,"""Emanuel, (GA)""",170.1,"164.5 - 283.2 (641)"
13109,"""Evans, (GA)""",152.9,"144.5 - 164.4 (639)"
13111,"""Fannin, (GA)""",116.7,"91.8 - 123.2 (642)"
13113,"""Fayette, (GA)""",116.4,"91.8 - 123.2 (642)"
13115,"""Floyd, (GA)""",190.9,"164.5 - 283.2 (641)"
13117,"""Forsyth, (GA)""",130.2,"123.3 - 144.4 (644)"
13119,"""Franklin, (GA)""",146.8,"144.5 - 164.4 (639)"
13121,"""Fulton, (GA)""",135.6,"123.3 - 144.4 (644)"
13123,"""Gilmer, (GA)""",130,"123.3 - 144.4 (644)"
13125,"""Glascock, (GA)""",174.2,"164.5 - 283.2 (641)"
13127,"""Glynn, (GA)""",132,"123.3 - 144.4 (644)"
13129,"""Gordon, (GA)""",166.3,"164.5 - 283.2 (641)"
13131,"""Grady, (GA)""",162.1,"144.5 - 164.4 (639)"
13133,"""Greene, (GA)""",83.9,"32.1 - 91.7 (644)"
13135,"""Gwinnett, (GA)""",137.3,"123.3 - 144.4 (644)"
13137,"""Habersham, (GA)""",136.7,"123.3 - 144.4 (644)"
13139,"""Hall, (GA)""",147.9,"144.5 - 164.4 (639)"
13141,"""Hancock, (GA)""",127.2,"123.3 - 144.4 (644)"
13143,"""Haralson, (GA)""",152.6,"144.5 - 164.4 (639)"
13145,"""Harris, (GA)""",122.4,"91.8 - 123.2 (642)"
13147,"""Hart, (GA)""",137.9,"123.3 - 144.4 (644)"
13149,"""Heard, (GA)""",159.7,"144.5 - 164.4 (639)"
13151,"""Henry, (GA)""",134.3,"123.3 - 144.4 (644)"
13153,"""Houston, (GA)""",199.2,"164.5 - 283.2 (641)"
13155,"""Irwin, (GA)""",163.7,"144.5 - 164.4 (639)"
13157,"""Jackson, (GA)""",150,"144.5 - 164.4 (639)"
13159,"""Jasper, (GA)""",126.4,"123.3 - 144.4 (644)"
13161,"""Jeff Davis, (GA)""",103.9,"91.8 - 123.2 (642)"
13163,"""Jefferson, (GA)""",167.3,"164.5 - 283.2 (641)"
13165,"""Jenkins, (GA)""",132.7,"123.3 - 144.4 (644)"
13167,"""Johnson, (GA)""",169,"164.5 - 283.2 (641)"
13169,"""Jones, (GA)""",158.4,"144.5 - 164.4 (639)"
13171,"""Lamar, (GA)""",144.9,"144.5 - 164.4 (639)"
13173,"""Lanier, (GA)""",147.5,"144.5 - 164.4 (639)"
13175,"""Laurens, (GA)""",168.7,"164.5 - 283.2 (641)"
13177,"""Lee, (GA)""",158.4,"144.5 - 164.4 (639)"
13179,"""Liberty, (GA)""",134.7,"123.3 - 144.4 (644)"
13181,"""Lincoln, (GA)""",121.7,"91.8 - 123.2 (642)"
13183,"""Long, (GA)""",154.9,"144.5 - 164.4 (639)"
13185,"""Lowndes, (GA)""",144.3,"123.3 - 144.4 (644)"
13187,"""Lumpkin, (GA)""",135.7,"123.3 - 144.4 (644)"
13189,"""McDuffie, (GA)""",160.7,"144.5 - 164.4 (639)"
13191,"""McIntosh, (GA)""",142.8,"123.3 - 144.4 (644)"
13193,"""Macon, (GA)""",167.5,"164.5 - 283.2 (641)"
13195,"""Madison, (GA)""",169,"164.5 - 283.2 (641)"
13197,"""Marion, (GA)""",101.5,"91.8 - 123.2 (642)"
13199,"""Meriwether, (GA)""",142.1,"123.3 - 144.4 (644)"
13201,"""Miller, (GA)""",125.8,"123.3 - 144.4 (644)"
13205,"""Mitchell, (GA)""",157.8,"144.5 - 164.4 (639)"
13207,"""Monroe, (GA)""",132.7,"123.3 - 144.4 (644)"
13209,"""Montgomery, (GA)""",154.8,"144.5 - 164.4 (639)"
13211,"""Morgan, (GA)""",110.4,"91.8 - 123.2 (642)"
13213,"""Murray, (GA)""",163.6,"144.5 - 164.4 (639)"
13215,"""Muscogee, (GA)""",146,"144.5 - 164.4 (639)"
13217,"""Newton, (GA)""",156.5,"144.5 - 164.4 (639)"
13219,"""Oconee, (GA)""",128.8,"123.3 - 144.4 (644)"
13221,"""Oglethorpe, (GA)""",155.1,"144.5 - 164.4 (639)"
13223,"""Paulding, (GA)""",173.9,"164.5 - 283.2 (641)"
13225,"""Peach, (GA)""",173,"164.5 - 283.2 (641)"
13227,"""Pickens, (GA)""",129.7,"123.3 - 144.4 (644)"
13229,"""Pierce, (GA)""",170.1,"164.5 - 283.2 (641)"
13231,"""Pike, (GA)""",147.6,"144.5 - 164.4 (639)"
13233,"""Polk, (GA)""",190.3,"164.5 - 283.2 (641)"
13235,"""Pulaski, (GA)""",175.2,"164.5 - 283.2 (641)"
13237,"""Putnam, (GA)""",106.4,"91.8 - 123.2 (642)"
13239,"""Quitman, (GA)""",145.5,"144.5 - 164.4 (639)"
13241,"""Rabun, (GA)""",105.8,"91.8 - 123.2 (642)"
13243,"""Randolph, (GA)""",110.2,"91.8 - 123.2 (642)"
13245,"""Richmond, (GA)""",145.9,"144.5 - 164.4 (639)"
13247,"""Rockdale, (GA)""",152,"144.5 - 164.4 (639)"
13249,"""Schley, (GA)""",137.6,"123.3 - 144.4 (644)"
13251,"""Screven, (GA)""",120.2,"91.8 - 123.2 (642)"
13253,"""Seminole, (GA)""",203.5,"164.5 - 283.2 (641)"
13255,"""Spalding, (GA)""",147.8,"144.5 - 164.4 (639)"
13257,"""Stephens, (GA)""",134.7,"123.3 - 144.4 (644)"
13259,"""Stewart, (GA)""",104.6,"91.8 - 123.2 (642)"
13261,"""Sumter, (GA)""",135.4,"123.3 - 144.4 (644)"
13263,"""Talbot, (GA)""",126.6,"123.3 - 144.4 (644)"
13265,"""Taliaferro, (GA)""",118.9,"91.8 - 123.2 (642)"
13267,"""Tattnall, (GA)""",152.4,"144.5 - 164.4 (639)"
13269,"""Taylor, (GA)""",175.6,"164.5 - 283.2 (641)"
13271,"""Telfair, (GA)""",183,"164.5 - 283.2 (641)"
13273,"""Terrell, (GA)""",139,"123.3 - 144.4 (644)"
13275,"""Thomas, (GA)""",159.7,"144.5 - 164.4 (639)"
13277,"""Tift, (GA)""",168.7,"164.5 - 283.2 (641)"
13279,"""Toombs, (GA)""",146.1,"144.5 - 164.4 (639)"
13281,"""Towns, (GA)""",80.8,"32.1 - 91.7 (644)"
13283,"""Treutlen, (GA)""",168.5,"164.5 - 283.2 (641)"
13285,"""Troup, (GA)""",159.7,"144.5 - 164.4 (639)"
13287,"""Turner, (GA)""",177.7,"164.5 - 283.2 (641)"
13289,"""Twiggs, (GA)""",184.2,"164.5 - 283.2 (641)"
13291,"""Union, (GA)""",111.7,"91.8 - 123.2 (642)"
13293,"""Upson, (GA)""",128.6,"123.3 - 144.4 (644)"
13295,"""Walker, (GA)""",162.8,"144.5 - 164.4 (639)"
13297,"""Walton, (GA)""",154.3,"144.5 - 164.4 (639)"
13299,"""Ware, (GA)""",173,"164.5 - 283.2 (641)"
13301,"""Warren, (GA)""",138.4,"123.3 - 144.4 (644)"
13303,"""Washington, (GA)""",143.9,"123.3 - 144.4 (644)"
13305,"""Wayne, (GA)""",146.2,"144.5 - 164.4 (639)"
13307,"""Webster, (GA)""",120.7,"91.8 - 123.2 (642)"
13309,"""Wheeler, (GA)""",156.7,"144.5 - 164.4 (639)"
13311,"""White, (GA)""",125.4,"123.3 - 144.4 (644)"
13313,"""Whitfield, (GA)""",147.3,"144.5 - 164.4 (639)"
13315,"""Wilcox, (GA)""",177.2,"164.5 - 283.2 (641)"
13317,"""Wilkes, (GA)""",105,"91.8 - 123.2 (642)"
13319,"""Wilkinson, (GA)""",177.3,"164.5 - 283.2 (641)"
13321,"""Worth, (GA)""",144.1,"123.3 - 144.4 (644)"
15001,"""Hawaii, (HI)""",86.9,"32.1 - 91.7 (644)"
15003,"""Honolulu, (HI)""",81.3,"32.1 - 91.7 (644)"
15005,"""Kalawao, (HI)""",-1,
15007,"""Kauai, (HI)""",69.9,"32.1 - 91.7 (644)"
15009,"""Maui, (HI)""",74,"32.1 - 91.7 (644)"
16001,"""Ada, (ID)""",100.3,"91.8 - 123.2 (642)"
16003,"""Adams, (ID)""",58.8,"32.1 - 91.7 (644)"
16005,"""Bannock, (ID)""",105.8,"91.8 - 123.2 (642)"
16007,"""Bear Lake, (ID)""",53.8,"32.1 - 91.7 (644)"
16009,"""Benewah, (ID)""",75.7,"32.1 - 91.7 (644)"
16011,"""Bingham, (ID)""",69.6,"32.1 - 91.7 (644)"
16013,"""Blaine, (ID)""",38,"32.1 - 91.7 (644)"
16015,"""Boise, (ID)""",90.3,"32.1 - 91.7 (644)"
16017,"""Bonner, (ID)""",45.1,"32.1 - 91.7 (644)"
16019,"""Bonneville, (ID)""",109.9,"91.8 - 123.2 (642)"
16021,"""Boundary, (ID)""",42.8,"32.1 - 91.7 (644)"
16023,"""Butte, (ID)""",71.4,"32.1 - 91.7 (644)"
16025,"""Camas, (ID)""",62.9,"32.1 - 91.7 (644)"
16027,"""Canyon, (ID)""",118.6,"91.8 - 123.2 (642)"
16029,"""Caribou, (ID)""",47.3,"32.1 - 91.7 (644)"
16031,"""Cassia, (ID)""",48.4,"32.1 - 91.7 (644)"
16033,"""Clark, (ID)""",64.1,"32.1 - 91.7 (644)"
16035,"""Clearwater, (ID)""",53.3,"32.1 - 91.7 (644)"
16037,"""Custer, (ID)""",59.4,"32.1 - 91.7 (644)"
16039,"""Elmore, (ID)""",84.2,"32.1 - 91.7 (644)"
16041,"""Franklin, (ID)""",53.7,"32.1 - 91.7 (644)"
16043,"""Fremont, (ID)""",93.4,"91.8 - 123.2 (642)"
16045,"""Gem, (ID)""",71.2,"32.1 - 91.7 (644)"
16047,"""Gooding, (ID)""",89.6,"32.1 - 91.7 (644)"
16049,"""Idaho, (ID)""",47.1,"32.1 - 91.7 (644)"
16051,"""Jefferson, (ID)""",99.8,"91.8 - 123.2 (642)"
16053,"""Jerome, (ID)""",114.6,"91.8 - 123.2 (642)"
16055,"""Kootenai, (ID)""",94,"91.8 - 123.2 (642)"
16057,"""Latah, (ID)""",32.1,"32.1 - 91.7 (644)"
16059,"""Lemhi, (ID)""",47.9,"32.1 - 91.7 (644)"
16061,"""Lewis, (ID)""",51.7,"32.1 - 91.7 (644)"
16063,"""Lincoln, (ID)""",95.2,"91.8 - 123.2 (642)"
16065,"""Madison, (ID)""",97.7,"91.8 - 123.2 (642)"
16067,"""Minidoka, (ID)""",45.1,"32.1 - 91.7 (644)"
16069,"""Nez Perce, (ID)""",80.2,"32.1 - 91.7 (644)"
16071,"""Oneida, (ID)""",72.7,"32.1 - 91.7 (644)"
16073,"""Owyhee, (ID)""",101.7,"91.8 - 123.2 (642)"
16075,"""Payette, (ID)""",101.5,"91.8 - 123.2 (642)"
16077,"""Power, (ID)""",95.7,"91.8 - 123.2 (642)"
16079,"""Shoshone, (ID)""",84.5,"32.1 - 91.7 (644)"
16081,"""Teton, (ID)""",71.7,"32.1 - 91.7 (644)"
16083,"""Twin Falls, (ID)""",122.9,"91.8 - 123.2 (642)"
16085,"""Valley, (ID)""",61.6,"32.1 - 91.7 (644)"
16087,"""Washington, (ID)""",67.7,"32.1 - 91.7 (644)"
17001,"""Adams, (IL)""",183,"164.5 - 283.2 (641)"
17003,"""Alexander, (IL)""",150.5,"144.5 - 164.4 (639)"
17005,"""Bond, (IL)""",135.6,"123.3 - 144.4 (644)"
17007,"""Boone, (IL)""",153.9,"144.5 - 164.4 (639)"
17009,"""Brown, (IL)""",117.8,"91.8 - 123.2 (642)"
17011,"""Bureau, (IL)""",92.9,"91.8 - 123.2 (642)"
17013,"""Calhoun, (IL)""",149.1,"144.5 - 164.4 (639)"
17015,"""Carroll, (IL)""",140.8,"123.3 - 144.4 (644)"
17017,"""Cass, (IL)""",139.1,"123.3 - 144.4 (644)"
17019,"""Champaign, (IL)""",136.2,"123.3 - 144.4 (644)"
17021,"""Christian, (IL)""",113.6,"91.8 - 123.2 (642)"
17023,"""Clark, (IL)""",162.6,"144.5 - 164.4 (639)"
17025,"""Clay, (IL)""",136.1,"123.3 - 144.4 (644)"
17027,"""Clinton, (IL)""",133,"123.3 - 144.4 (644)"
17029,"""Coles, (IL)""",198,"164.5 - 283.2 (641)"
17031,"""Cook, (IL)""",164.1,"144.5 - 164.4 (639)"
17033,"""Crawford, (IL)""",98,"91.8 - 123.2 (642)"
17035,"""Cumberland, (IL)""",187.2,"164.5 - 283.2 (641)"
17037,"""DeKalb, (IL)""",131.2,"123.3 - 144.4 (644)"
17039,"""De Witt, (IL)""",129.1,"123.3 - 144.4 (644)"
17041,"""Douglas, (IL)""",153.3,"144.5 - 164.4 (639)"
17043,"""DuPage, (IL)""",137.1,"123.3 - 144.4 (644)"
17045,"""Edgar, (IL)""",123.4,"123.3 - 144.4 (644)"
17047,"""Edwards, (IL)""",111.2,"91.8 - 123.2 (642)"
17049,"""Effingham, (IL)""",162.1,"144.5 - 164.4 (639)"
17051,"""Fayette, (IL)""",127.9,"123.3 - 144.4 (644)"
17053,"""Ford, (IL)""",100.6,"91.8 - 123.2 (642)"
17055,"""Franklin, (IL)""",174.6,"164.5 - 283.2 (641)"
17057,"""Fulton, (IL)""",146.8,"144.5 - 164.4 (639)"
17059,"""Gallatin, (IL)""",140.6,"123.3 - 144.4 (644)"
17061,"""Greene, (IL)""",152.5,"144.5 - 164.4 (639)"
17063,"""Grundy, (IL)""",177.3,"164.5 - 283.2 (641)"
17065,"""Hamilton, (IL)""",113.5,"91.8 - 123.2 (642)"
17067,"""Hancock, (IL)""",110.4,"91.8 - 123.2 (642)"
17069,"""Hardin, (IL)""",99.4,"91.8 - 123.2 (642)"
17071,"""Henderson, (IL)""",121.1,"91.8 - 123.2 (642)"
17073,"""Henry, (IL)""",88.9,"32.1 - 91.7 (644)"
17075,"""Iroquois, (IL)""",148.3,"144.5 - 164.4 (639)"
17077,"""Jackson, (IL)""",155.4,"144.5 - 164.4 (639)"
17079,"""Jasper, (IL)""",162.5,"144.5 - 164.4 (639)"
17081,"""Jefferson, (IL)""",181.2,"164.5 - 283.2 (641)"
17083,"""Jersey, (IL)""",176.6,"164.5 - 283.2 (641)"
17085,"""Jo Daviess, (IL)""",108.9,"91.8 - 123.2 (642)"
17087,"""Johnson, (IL)""",142.3,"123.3 - 144.4 (644)"
17089,"""Kane, (IL)""",160.3,"144.5 - 164.4 (639)"
17091,"""Kankakee, (IL)""",187.7,"164.5 - 283.2 (641)"
17093,"""Kendall, (IL)""",136.3,"123.3 - 144.4 (644)"
17095,"""Knox, (IL)""",128.8,"123.3 - 144.4 (644)"
17097,"""Lake, (IL)""",145.1,"144.5 - 164.4 (639)"
17099,"""La Salle, (IL)""",145,"144.5 - 164.4 (639)"
17101,"""Lawrence, (IL)""",122.6,"91.8 - 123.2 (642)"
17103,"""Lee, (IL)""",126.5,"123.3 - 144.4 (644)"
17105,"""Livingston, (IL)""",159.8,"144.5 - 164.4 (639)"
17107,"""Logan, (IL)""",103.4,"91.8 - 123.2 (642)"
17109,"""McDonough, (IL)""",125.6,"123.3 - 144.4 (644)"
17111,"""McHenry, (IL)""",159.7,"144.5 - 164.4 (639)"
17113,"""McLean, (IL)""",130.4,"123.3 - 144.4 (644)"
17115,"""Macon, (IL)""",173.3,"164.5 - 283.2 (641)"
17117,"""Macoupin, (IL)""",125.7,"123.3 - 144.4 (644)"
17119,"""Madison, (IL)""",161.4,"144.5 - 164.4 (639)"
17121,"""Marion, (IL)""",189.8,"164.5 - 283.2 (641)"
17123,"""Marshall, (IL)""",155.3,"144.5 - 164.4 (639)"
17125,"""Mason, (IL)""",118.5,"91.8 - 123.2 (642)"
17127,"""Massac, (IL)""",137.8,"123.3 - 144.4 (644)"
17129,"""Menard, (IL)""",139.3,"123.3 - 144.4 (644)"
17131,"""Mercer, (IL)""",111.9,"91.8 - 123.2 (642)"
17133,"""Monroe, (IL)""",142.5,"123.3 - 144.4 (644)"
17135,"""Montgomery, (IL)""",98.2,"91.8 - 123.2 (642)"
17137,"""Morgan, (IL)""",146.4,"144.5 - 164.4 (639)"
17139,"""Moultrie, (IL)""",192.5,"164.5 - 283.2 (641)"
17141,"""Ogle, (IL)""",129.8,"123.3 - 144.4 (644)"
17143,"""Peoria, (IL)""",146.5,"144.5 - 164.4 (639)"
17145,"""Perry, (IL)""",131.1,"123.3 - 144.4 (644)"
17147,"""Piatt, (IL)""",133.4,"123.3 - 144.4 (644)"
17149,"""Pike, (IL)""",151.4,"144.5 - 164.4 (639)"
17151,"""Pope, (IL)""",125.2,"123.3 - 144.4 (644)"
17153,"""Pulaski, (IL)""",140.7,"123.3 - 144.4 (644)"
17155,"""Putnam, (IL)""",131.9,"123.3 - 144.4 (644)"
17157,"""Randolph, (IL)""",104.5,"91.8 - 123.2 (642)"
17159,"""Richland, (IL)""",157.8,"144.5 - 164.4 (639)"
17161,"""Rock Island, (IL)""",140.5,"123.3 - 144.4 (644)"
17163,"""St. Clair, (IL)""",190.3,"164.5 - 283.2 (641)"
17165,"""Saline, (IL)""",165.5,"164.5 - 283.2 (641)"
17167,"""Sangamon, (IL)""",141.1,"123.3 - 144.4 (644)"
17169,"""Schuyler, (IL)""",118.1,"91.8 - 123.2 (642)"
17171,"""Scott, (IL)""",149.7,"144.5 - 164.4 (639)"
17173,"""Shelby, (IL)""",149.9,"144.5 - 164.4 (639)"
17175,"""Stark, (IL)""",112.5,"91.8 - 123.2 (642)"
17177,"""Stephenson, (IL)""",133.3,"123.3 - 144.4 (644)"
17179,"""Tazewell, (IL)""",150.7,"144.5 - 164.4 (639)"
17181,"""Union, (IL)""",128.1,"123.3 - 144.4 (644)"
17183,"""Vermilion, (IL)""",182.8,"164.5 - 283.2 (641)"
17185,"""Wabash, (IL)""",84.7,"32.1 - 91.7 (644)"
17187,"""Warren, (IL)""",106.7,"91.8 - 123.2 (642)"
17189,"""Washington, (IL)""",130.7,"123.3 - 144.4 (644)"
17191,"""Wayne, (IL)""",92.7,"91.8 - 123.2 (642)"
17193,"""White, (IL)""",135.4,"123.3 - 144.4 (644)"
17195,"""Whiteside, (IL)""",139.6,"123.3 - 144.4 (644)"
17197,"""Will, (IL)""",195.6,"164.5 - 283.2 (641)"
17199,"""Williamson, (IL)""",181.7,"164.5 - 283.2 (641)"
17201,"""Winnebago, (IL)""",153.1,"144.5 - 164.4 (639)"
17203,"""Woodford, (IL)""",121.3,"91.8 - 123.2 (642)"
18001,"""Adams, (IN)""",77.5,"32.1 - 91.7 (644)"
18003,"""Allen, (IN)""",155.3,"144.5 - 164.4 (639)"
18005,"""Bartholomew, (IN)""",149.5,"144.5 - 164.4 (639)"
18007,"""Benton, (IN)""",133.6,"123.3 - 144.4 (644)"
18009,"""Blackford, (IN)""",148.8,"144.5 - 164.4 (639)"
18011,"""Boone, (IN)""",137,"123.3 - 144.4 (644)"
18013,"""Brown, (IN)""",108.1,"91.8 - 123.2 (642)"
18015,"""Carroll, (IN)""",133.6,"123.3 - 144.4 (644)"
18017,"""Cass, (IN)""",129,"123.3 - 144.4 (644)"
18019,"""Clark, (IN)""",186.3,"164.5 - 283.2 (641)"
18021,"""Clay, (IN)""",146.1,"144.5 - 164.4 (639)"
18023,"""Clinton, (IN)""",120.4,"91.8 - 123.2 (642)"
18025,"""Crawford, (IN)""",137.7,"123.3 - 144.4 (644)"
18027,"""Daviess, (IN)""",183.4,"164.5 - 283.2 (641)"
18029,"""Dearborn, (IN)""",172.2,"164.5 - 283.2 (641)"
18031,"""Decatur, (IN)""",84,"32.1 - 91.7 (644)"
18033,"""DeKalb, (IN)""",149.3,"144.5 - 164.4 (639)"
18035,"""Delaware, (IN)""",166.5,"164.5 - 283.2 (641)"
18037,"""Dubois, (IN)""",124.1,"123.3 - 144.4 (644)"
18039,"""Elkhart, (IN)""",131,"123.3 - 144.4 (644)"
18041,"""Fayette, (IN)""",159.1,"144.5 - 164.4 (639)"
18043,"""Floyd, (IN)""",169.6,"164.5 - 283.2 (641)"
18045,"""Fountain, (IN)""",126.3,"123.3 - 144.4 (644)"
18047,"""Franklin, (IN)""",105.3,"91.8 - 123.2 (642)"
18049,"""Fulton, (IN)""",80.2,"32.1 - 91.7 (644)"
18051,"""Gibson, (IN)""",157.9,"144.5 - 164.4 (639)"
18053,"""Grant, (IN)""",175.2,"164.5 - 283.2 (641)"
18055,"""Greene, (IN)""",108.8,"91.8 - 123.2 (642)"
18057,"""Hamilton, (IN)""",119.3,"91.8 - 123.2 (642)"
18059,"""Hancock, (IN)""",127.3,"123.3 - 144.4 (644)"
18061,"""Harrison, (IN)""",135.5,"123.3 - 144.4 (644)"
18063,"""Hendricks, (IN)""",134.5,"123.3 - 144.4 (644)"
18065,"""Henry, (IN)""",161.7,"144.5 - 164.4 (639)"
18067,"""Howard, (IN)""",151,"144.5 - 164.4 (639)"
18069,"""Huntington, (IN)""",151,"144.5 - 164.4 (639)"
18071,"""Jackson, (IN)""",123,"91.8 - 123.2 (642)"
18073,"""Jasper, (IN)""",134.2,"123.3 - 144.4 (644)"
18075,"""Jay, (IN)""",114.2,"91.8 - 123.2 (642)"
18077,"""Jefferson, (IN)""",152,"144.5 - 164.4 (639)"
18079,"""Jennings, (IN)""",118.9,"91.8 - 123.2 (642)"
18081,"""Johnson, (IN)""",142.5,"123.3 - 144.4 (644)"
18083,"""Knox, (IN)""",188.6,"164.5 - 283.2 (641)"
18085,"""Kosciusko, (IN)""",151.6,"144.5 - 164.4 (639)"
18087,"""LaGrange, (IN)""",93,"91.8 - 123.2 (642)"
18089,"""Lake, (IN)""",222.8,"164.5 - 283.2 (641)"
18091,"""LaPorte, (IN)""",157.1,"144.5 - 164.4 (639)"
18093,"""Lawrence, (IN)""",80.4,"32.1 - 91.7 (644)"
18095,"""Madison, (IN)""",160.1,"144.5 - 164.4 (639)"
18097,"""Marion, (IN)""",161.5,"144.5 - 164.4 (639)"
18099,"""Marshall, (IN)""",127.4,"123.3 - 144.4 (644)"
18101,"""Martin, (IN)""",147.4,"144.5 - 164.4 (639)"
18103,"""Miami, (IN)""",97,"91.8 - 123.2 (642)"
18105,"""Monroe, (IN)""",93.9,"91.8 - 123.2 (642)"
18107,"""Montgomery, (IN)""",153.2,"144.5 - 164.4 (639)"
18109,"""Morgan, (IN)""",143.3,"123.3 - 144.4 (644)"
18111,"""Newton, (IN)""",130.2,"123.3 - 144.4 (644)"
18113,"""Noble, (IN)""",158.7,"144.5 - 164.4 (639)"
18115,"""Ohio, (IN)""",183.8,"164.5 - 283.2 (641)"
18117,"""Orange, (IN)""",111.2,"91.8 - 123.2 (642)"
18119,"""Owen, (IN)""",119.8,"91.8 - 123.2 (642)"
18121,"""Parke, (IN)""",122.1,"91.8 - 123.2 (642)"
18123,"""Perry, (IN)""",110.8,"91.8 - 123.2 (642)"
18125,"""Pike, (IN)""",167.9,"164.5 - 283.2 (641)"
18127,"""Porter, (IN)""",183.7,"164.5 - 283.2 (641)"
18129,"""Posey, (IN)""",200.6,"164.5 - 283.2 (641)"
18131,"""Pulaski, (IN)""",95.2,"91.8 - 123.2 (642)"
18133,"""Putnam, (IN)""",109.7,"91.8 - 123.2 (642)"
18135,"""Randolph, (IN)""",130.9,"123.3 - 144.4 (644)"
18137,"""Ripley, (IN)""",98.2,"91.8 - 123.2 (642)"
18139,"""Rush, (IN)""",93.7,"91.8 - 123.2 (642)"
18141,"""St. Joseph, (IN)""",141.4,"123.3 - 144.4 (644)"
18143,"""Scott, (IN)""",130.6,"123.3 - 144.4 (644)"
18145,"""Shelby, (IN)""",174.5,"164.5 - 283.2 (641)"
18147,"""Spencer, (IN)""",150.2,"144.5 - 164.4 (639)"
18149,"""Starke, (IN)""",146.4,"144.5 - 164.4 (639)"
18151,"""Steuben, (IN)""",99.6,"91.8 - 123.2 (642)"
18153,"""Sullivan, (IN)""",137.9,"123.3 - 144.4 (644)"
18155,"""Switzerland, (IN)""",180,"164.5 - 283.2 (641)"
18157,"""Tippecanoe, (IN)""",135.4,"123.3 - 144.4 (644)"
18159,"""Tipton, (IN)""",103.9,"91.8 - 123.2 (642)"
18161,"""Union, (IN)""",160.9,"144.5 - 164.4 (639)"
18163,"""Vanderburgh, (IN)""",186.5,"164.5 - 283.2 (641)"
