fips,p_nonwhite,p_white
06081,59.484240687679076,40.51575931232092
06083,54.65022271889494,45.34977728110506
06085,67.30786500616752,32.69213499383248
06087,41.63424550144938,58.365754498550615
06089,18.33203732503888,81.66796267496112
06091,16.103113491797792,83.8968865082022
06093,21.857561064861404,78.14243893513859
06095,60.504914802624214,39.495085197375786
06097,35.285093070796215,64.71490692920379
06099,57.51480043287287,42.485199567127125
06101,52.8691107048044,47.130889295195594
06103,30.829526253207334,69.17047374679267
06105,15.660151575588351,84.33984842441164
06107,71.11091076522825,28.88908923477175
06109,18.559196171546965,81.44080382845303
06111,53.81383766938084,46.18616233061917
06113,51.879695836811734,48.12030416318827
06115,43.365666764905626,56.63433323509437
08001,49.41039486742676,50.58960513257325
08003,50.602409638554214,49.39759036144578
08005,38.709796303832064,61.290203696167936
08007,22.114057391936072,77.88594260806393
08009,14.365411436541143,85.63458856345886
08011,42.927575654539275,57.072424345460725
08013,21.131140401989708,78.86885959801029
08014,22.08410931612456,77.91589068387545
08015,13.89624007589754,86.10375992410246
08017,14.76545842217484,85.23454157782517
08019,10.577824049973971,89.42217595002603
08021,53.987804878048784,46.01219512195122
08023,64.36781609195403,35.63218390804598
08025,45.16899965858655,54.83100034141345
08027,8.760597496972142,91.23940250302786
08029,17.85610441637321,82.14389558362679
08031,44.416685741082944,55.58331425891706
08033,10.607521697203472,89.39247830279653
08035,16.800767848390784,83.19923215160921
08037,32.63324423108396,67.36675576891604
08039,10.695533064454759,89.30446693554524
08041,29.35409942621481,70.6459005737852
08043,20.18700152016826,79.81299847983175
08045,31.18621381964196,68.81378618035804
08047,11.387028263355662,88.61297173664434
08049,11.819645732689212,88.18035426731079
08051,11.904209671807955,88.09579032819205
08053,9.494451294697903,90.50554870530209
08055,37.34939759036144,62.65060240963856
08057,14.295925661186562,85.70407433881344
08059,20.942276637144044,79.05772336285595
08061,10.339840925524223,89.66015907447577
08063,21.303922937316766,78.69607706268323
08065,38.68865030674847,61.311349693251536
08067,20.61978334221275,79.38021665778724
08069,16.26050587986922,83.73949412013077
08071,45.79052609804868,54.20947390195132
08073,21.818181818181817,78.18181818181819
08075,22.14325529542921,77.85674470457079
08077,17.83599966058992,82.16400033941008
08079,8.505154639175258,91.49484536082474
08081,18.5092508340916,81.49074916590841
08083,26.959247648902824,73.04075235109718
08085,23.170038375894254,76.82996162410575
08087,41.23538062889558,58.76461937110442
08089,45.31792534722222,54.68207465277778
08091,8.545416925305194,91.45458307469481
08093,9.641086441043328,90.35891355895667
08095,22.35184321045264,77.64815678954736
08097,13.454038997214484,86.54596100278552
08099,40.98980598487339,59.01019401512661
08101,47.175115950074314,52.82488404992568
08103,14.094065656565657,85.90593434343434
08105,46.80888888888889,53.19111111111111
08107,9.563595383359887,90.4364046166401
08109,39.880169516294025,60.11983048370597
08111,14.698162729658792,85.30183727034121
08113,13.29507996581614,86.70492003418386
08115,19.58315240990013,80.41684759009988
08117,17.502499435611313,82.49750056438869
08119,10.19016864011482,89.80983135988518
08121,12.75208800162966,87.24791199837034
08123,33.63548145909228,66.36451854090771
08125,25.359281437125748,74.64071856287426
09001,37.72434026295184,62.27565973704815
09003,38.46859572732965,61.53140427267034
09005,11.131295172573726,88.86870482742627
09007,15.326219249824813,84.67378075017518
09009,36.82971479209907,63.17028520790093
09011,23.29937327575867,76.70062672424135
09013,14.767328602381378,85.23267139761862
09015,16.763652832252387,83.23634716774761
10001,37.66676001120135,62.33323998879866
10003,42.217812223443914,57.78218777655609
10005,23.80738466369512,76.19261533630488
11001,62.28726395285107,37.71273604714892
12001,37.89580524233579,62.10419475766421
12003,18.155528125551047,81.84447187444896
12005,22.153200170546235,77.84679982945376
12007,25.789701427953265,74.21029857204672
12009,24.619292316817152,75.38070768318285
12011,63.69822576181544,36.30177423818456
12013,21.43689586618222,78.56310413381779
12015,15.159082800895145,84.84091719910487
12017,11.341927546322898,88.65807245367711
12019,26.356492280350995,73.64350771964901
12021,36.985584747733085,63.01441525226692
12023,26.715175240769895,73.2848247592301
12027,45.002534076662485,54.99746592333751
12029,15.023952095808383,84.97604790419162
12031,46.25518716960242,53.74481283039758
12033,34.22103481716709,65.77896518283292
12035,24.123069235368128,75.87693076463187
12037,19.589297886843898,80.41070211315609
12039,67.03708545779405,32.96291454220595
12041,13.09706397896582,86.90293602103418
12043,39.3252696006995,60.67473039930049
12045,23.13783716901757,76.86216283098243
12047,44.14395527603075,55.856044723969255
12049,52.560102771150675,47.43989722884933
12051,67.54259312734622,32.45740687265376
12053,21.731066460587325,78.26893353941267
12055,32.85399908939141,67.14600091060859
12057,50.66129023278084,49.33870976721916
12059,12.060378908456128,87.93962109154387
12061,24.01580555608495,75.98419444391506
12063,34.01511230721457,65.98488769278542
12065,39.14473684210527,60.85526315789473
12067,28.515803939532752,71.48419606046724
12069,29.669420328475855,70.33057967152413
12071,32.459151084666246,67.54084891533375
12073,42.6889388790504,57.3110611209496
12075,19.374540103016923,80.62545989698307
12077,28.08324464940286,71.91675535059714
12079,44.573371471746995,55.426628528253005
12081,28.22479137911385,71.77520862088615
12083,28.99157446170172,71.00842553829828
12085,21.284925922243215,78.71507407775678
12086,86.6755673652158,13.324432634784205
12087,33.34266330787583,66.65733669212418
12089,12.176111473576288,87.82388852642372
12091,24.83825367035109,75.16174632964892
12093,36.391650817343574,63.60834918265643
12095,59.36471721550435,40.63528278449565
12097,68.54724313160683,31.452756868393163
12099,45.25536343636793,54.744636563632064
12101,25.048088505086817,74.95191149491318
12103,25.096382577311132,74.90361742268887
12105,41.170521843648885,58.82947815635112
12107,27.817105564769495,72.18289443523051
12109,16.534191244429934,83.46580875557007
12111,42.43634936847612,57.56365063152388
12113,15.909204957931184,84.0907950420688
12115,16.16243045758557,83.83756954241443
12117,39.32693787513467,60.67306212486534
12119,14.40731938425214,85.59268061574787
12121,23.64508610350524,76.35491389649476
12123,26.3793183184572,73.6206816815428
12125,29.598393574297187,70.40160642570281
12127,27.82418754497405,72.17581245502596
12129,18.8102646252426,81.1897353747574
12131,14.311733800350263,85.68826619964973
12133,21.386655948553056,78.61334405144694
13001,30.71810666234398,69.28189333765602
13003,42.70218151138966,57.29781848861034
13005,26.2405006705409,73.7594993294591
13007,52.03751617076327,47.96248382923674
13009,47.06512281641122,52.93487718358878
13011,11.5651990730988,88.4348009269012
13013,28.288928213441572,71.71107178655842
13015,21.589542139688746,78.41045786031125
13017,43.700482516232796,56.299517483767204
13019,17.634531477249116,82.36546852275089
13021,61.6943727750743,38.3056272249257
13023,31.1886586695747,68.81134133042531
13025,6.794729322114621,93.20527067788538
13027,42.45471539998711,57.54528460001289
13029,25.308982130205465,74.69101786979454
13031,35.78451666321673,64.21548333678328
13033,52.00463809481336,47.99536190518664
13035,33.294754681106106,66.70524531889389
13037,66.81360201511335,33.18639798488665
13039,28.945358347150545,71.05464165284945
13043,38.03063861203396,61.96936138796604
13045,28.218521685390407,71.78147831460959
13047,8.236428359537229,91.76357164046277
13049,37.553979025293025,62.446020974706975
13051,51.04583412576289,48.954165874237106
13053,41.18307749906402,58.81692250093597
13055,16.60750302541347,83.39249697458652
13057,20.5222133472884,79.4777866527116
13059,43.98099426686562,56.01900573313438
13061,63.42223761690337,36.57776238309664
13063,90.02503323377587,9.974966766224124
13065,34.28098676293622,65.71901323706378
13067,47.459322336215834,52.540677663784166
13069,41.72835495324067,58.27164504675933
13071,44.09764871030005,55.90235128969995
13073,30.305072881762385,69.69492711823762
13075,34.83859690012819,65.1614030998718
13077,28.180359787199034,71.81964021280096
13079,26.213671050495208,73.78632894950479
13081,49.9668156276271,50.03318437237291
13083,5.300135584863798,94.6998644151362
13085,7.243950085715426,92.75604991428457
13087,49.61053621825023,50.38946378174977
13089,70.21907110889053,29.780928891109472
13091,34.5761893262497,65.42381067375031
13093,57.135561068145336,42.864438931854664
13095,75.25508806154993,24.744911938450073
13097,60.06013858020657,39.93986141979344
13099,55.06001756611691,44.93998243388309
13101,37.225,62.775000000000006
13103,20.8184595594147,79.18154044058531
13105,35.87866108786611,64.1213389121339
13107,40.376791084379974,59.623208915620026
13109,43.51273202126667,56.48726797873332
13111,4.587120628562625,95.41287937143737
13113,37.56687437752845,62.43312562247155
13115,28.17711152184791,71.8228884781521
13117,28.80411813432962,71.19588186567039
13119,15.966642053598576,84.03335794640142
13121,59.644000556130095,40.355999443869905
13123,13.80776220145379,86.19223779854622
13125,12.020033388981636,87.97996661101837
13127,35.78544690737981,64.21455309262018
13129,22.163474040045074,77.83652595995493
13131,41.688217229675125,58.31178277032487
13133,41.59227031302972,58.40772968697028
13135,62.58481257969284,37.41518742030716
13137,21.99039393672336,78.00960606327664
13139,38.97639353345074,61.02360646654926
13141,75.10781025395305,24.89218974604696
13143,8.167135069244575,91.83286493075543
13145,22.436548223350254,77.56345177664976
13147,24.68676960803096,75.31323039196904
13149,14.11734994528159,85.88265005471841
13151,57.15446095039527,42.845539049604724
13153,43.166804957901576,56.833195042098424
13155,32.953819961693974,67.04618003830602
13157,17.9120161313226,82.08798386867741
13159,24.978632478632477,75.02136752136752
13161,28.172200412535766,71.82779958746424
13163,57.46597537265068,42.53402462734932
13165,48.78498214902683,51.21501785097317
13167,37.463947259991755,62.536052740008245
13169,28.162566396421585,71.83743360357842
13171,34.67368421052632,65.32631578947368
13173,30.464216634429402,69.53578336557061
13175,41.713681986265186,58.286318013734814
13177,28.400080634323345,71.59991936567666
13179,60.581816999203205,39.41818300079679
13181,32.659507264687306,67.3404927353127
13183,40.77271291714917,59.22728708285082
13185,45.68392637614876,54.31607362385124
13187,8.581398877256866,91.41860112274314
13189,46.21243788026566,53.78756211973433
13191,37.315202231520225,62.68479776847977
13193,66.41558243932131,33.58441756067869
13195,17.54806070826307,82.45193929173693
13197,40.16285474793438,59.83714525206562
13199,42.799506360356936,57.20049363964306
13201,31.88533239535702,68.11466760464299
13205,54.073540014419606,45.92645998558039
13207,26.907703488372093,73.09229651162791
13209,32.98161644729686,67.01838355270314
13211,27.014268286214392,72.98573171378561
13213,17.47200721424814,82.52799278575186
13215,59.07395962093119,40.92604037906881
13217,53.80998895390767,46.19001104609233
13219,14.926665308616826,85.07333469138317
13221,23.953766440813073,76.04623355918693
13223,29.043427373143793,70.9565726268562
13225,54.18910502985676,45.81089497014324
13227,5.478424015009381,94.52157598499062
13229,15.328278921037702,84.6717210789623
13231,12.117634431684019,87.88236556831598
13233,27.5323757946786,72.4676242053214
13235,36.90486945523534,63.09513054476466
13237,33.949286991608965,66.05071300839103
13239,50.0658183413778,49.9341816586222
13241,11.51953518705164,88.48046481294836
13243,64.46655934435826,35.53344065564174
13245,64.94090913601318,35.059090863986825
13247,68.91736759608804,31.08263240391196
13249,27.463712757830404,72.53628724216959
13251,44.80556751327306,55.19443248672693
13253,37.426337943475644,62.57366205652435
13255,41.043872919818455,58.956127080181545
13257,16.642980603034378,83.35701939696563
13259,75.70575899338603,24.29424100661397
13261,60.43453401943968,39.56546598056032
13263,58.49808673469388,41.50191326530612
13265,60.69651741293532,39.30348258706468
13267,41.84159741640739,58.15840258359262
13269,42.6421196666252,57.3578803333748
13271,50.403124212648024,49.596875787351976
13273,64.02276158402044,35.97723841597956
13275,41.75215982721382,58.247840172786184
13277,44.08321214660718,55.91678785339281
13279,39.49864246661956,60.50135753338044
13281,5.458994262571718,94.54100573742828
13283,35.61462769863416,64.38537230136583
13285,43.36607933289545,56.633920667104555
13287,46.53690596562184,53.46309403437816
13289,43.84465070835369,56.15534929164632
13291,5.574767718011749,94.42523228198824
13293,32.01983597177189,67.98016402822812
13295,8.297075349373289,91.70292465062671
13297,25.174593328556305,74.8254066714437
13299,36.27522421524664,63.72477578475336
13301,61.75966482574747,38.24033517425252
13303,57.191209653683906,42.8087903463161
13305,27.848228663446058,72.15177133655395
13307,47.56798161623899,52.43201838376101
13309,43.44459956847316,56.55540043152685
13311,6.9202535869202535,93.07974641307975
13313,41.57137091349388,58.42862908650612
13315,40.92147072174308,59.07852927825692
13317,48.2685297691373,51.7314702308627
13319,42.67374944665781,57.326250553342184
13321,31.71092172028179,68.28907827971821
15001,65.0453023390038,34.9546976609962
15003,78.75479552689576,21.245204473104238
15005,65.9090909090909,34.090909090909086
15007,65.83810461231336,34.161895387686634
15009,64.96976801210475,35.03023198789524
16001,14.01314137618466,85.98685862381534
16003,7.482352941176471,92.51764705882353
16005,15.191994307879456,84.80800569212055
16007,5.900826446280992,94.09917355371901
16009,13.429438543247343,86.57056145675266
16011,25.63803097153733,74.36196902846267
16013,24.835184283881244,75.16481571611877
16015,7.951270631385905,92.04872936861409
16017,5.578286046459633,94.42171395354036
16019,16.15862529310079,83.8413747068992
16021,8.721124874455976,91.27887512554402
16023,7.0088088854844885,92.99119111451552
16025,9.671694764862467,90.32830523513753
16027,28.58223079297894,71.41776920702107
16029,7.223796033994335,92.77620396600567
16031,29.68069057995307,70.31930942004692
16033,47.53521126760563,52.46478873239436
16035,8.71203471112126,91.28796528887874
16037,6.682242990654205,93.3177570093458
16039,25.573205179940572,74.42679482005943
16041,8.035844382922921,91.96415561707708
16043,14.375759416767922,85.62424058323208
16045,10.973120108880572,89.02687989111942
16047,31.705712029481443,68.29428797051855
16049,8.090595288560529,91.90940471143946
16051,12.544583715479465,87.45541628452054
16053,38.09702269414949,61.90297730585051
16055,8.046809696294233,91.95319030370577
16057,9.879403996611352,90.12059600338866
16059,5.388770254993092,94.61122974500691
16061,14.322714322714322,85.67728567728568
16063,32.406716417910445,67.59328358208954
16065,10.754630571951965,89.24536942804804
16067,37.65666266506603,62.34333733493397
16069,11.74519897050089,88.2548010294991
16071,6.394830659536542,93.60516934046346
16073,30.522534849910205,69.4774651500898
16075,20.194471572332382,79.80552842766761
16077,38.60710607621009,61.392893923789906
16079,7.197561738043139,92.80243826195687
16081,18.135738831615118,81.86426116838487
16083,20.399391271012185,79.60060872898781
16085,6.820034417172358,93.17996558282763
16087,19.594528097628185,80.40547190237181
17001,7.670761595956828,92.32923840404317
17003,36.13861386138614,63.86138613861386
17005,11.665664461815997,88.334335538184
17007,26.98919312391511,73.01080687608489
17009,26.006711409395972,73.99328859060402
17011,11.97223653502258,88.02776346497741
17013,2.4573094543940024,97.54269054560599
17015,6.316377864728899,93.68362213527111
17017,24.094616639477977,75.90538336052202
17019,31.907821109327898,68.0921788906721
17021,4.5681393711153975,95.4318606288846
17023,3.02000512952039,96.97999487047962
17025,3.599185090168264,96.40081490983174
17027,8.026249369005553,91.97375063099445
17029,8.532966493072616,91.4670335069274
17031,57.197934636722806,42.8020653632772
17033,8.656351358536716,91.34364864146328
17035,2.8312361213915618,97.16876387860843
17037,22.861834208732223,77.13816579126778
17039,4.8576320629082375,95.14236793709176
17041,9.009702756815031,90.99029724318497
17043,32.78522575649722,67.21477424350277
17045,2.736175115207373,97.26382488479263
17047,3.113266583229036,96.88673341677097
17049,3.993217960710945,96.00678203928905
17051,7.167538289129623,92.83246171087038
17053,5.790108564535585,94.20989143546441
17055,3.4960336942197876,96.50396630578021
17057,7.820571690965446,92.17942830903455
17059,3.6971134835903516,96.30288651640964
17061,3.4421956455075127,96.55780435449248
17063,13.250411990896962,86.74958800910304
17065,3.3443586916574786,96.65564130834252
17067,3.4017036538892627,96.59829634611073
17069,4.6291560102301785,95.37084398976981
17071,3.6070949470860034,96.39290505291399
17073,9.071093909146466,90.92890609085353
17075,9.502246051296913,90.49775394870309
17077,24.86633344363364,75.13366655636636
17079,2.674019352824888,97.32598064717511
17081,13.741406663141195,86.25859333685881
17083,3.6480981370439878,96.35190186295601
17085,4.9330712346719086,95.0669287653281
17087,10.814065510597302,89.1859344894027
17089,42.54571184689339,57.45428815310662
17091,27.385843088780632,72.61415691121937
17093,30.727436188093655,69.27256381190634
17095,16.29948914431673,83.70051085568328
17097,38.14965640838318,61.85034359161682
17099,14.313259618020652,85.68674038197935
17101,14.684427529337137,85.31557247066286
17103,13.245478187184057,86.75452181281594
17105,10.444338804843264,89.55566119515673
17107,13.123595505617978,86.87640449438202
17109,11.390418961775998,88.60958103822401
17111,18.61781767508183,81.38218232491818
17113,19.68662485245446,80.31337514754554
17115,22.763389105355643,77.23661089464436
17117,3.400790060247611,96.59920993975238
17119,14.273182057089704,85.72681794291029
17121,8.357256778309411,91.6427432216906
17123,4.863880700537542,95.13611929946246
17125,3.0298562476962774,96.97014375230373
17127,11.051136363636363,88.94886363636364
17129,3.6458333333333335,96.35416666666666
17131,4.365104800974297,95.6348951990257
17133,3.1192660550458715,96.88073394495413
17135,6.3704066291388415,93.62959337086116
17137,11.3727336943725,88.6272663056275
17139,3.0373037983284634,96.96269620167153
17141,12.721167252518509,87.27883274748149
17143,29.27234374740479,70.72765625259521
17145,13.65826013034854,86.34173986965146
17147,3.1288119053427668,96.87118809465723
17149,3.4975337902760875,96.50246620972392
17151,8.879392212725547,91.12060778727445
17153,35.49331868936482,64.50668131063519
17155,8.013937282229964,91.98606271777004
17157,14.657696380738802,85.3423036192612
17159,4.294867728224323,95.70513227177567
17161,27.83442642374736,72.16557357625264
17163,37.63708586947778,62.36291413052222
17165,7.734459968208817,92.26554003179118
17167,18.774699510616948,81.22530048938305
17169,6.211090198349501,93.7889098016505
17171,2.6187576126674785,97.38124238733252
17173,2.2814037992732623,97.71859620072674
17175,4.1643633683434675,95.83563663165653
17177,16.74301164167765,83.25698835832235
17179,5.293664228281241,94.70633577171877
17181,8.075529956653407,91.9244700433466
17183,21.158503241934223,78.84149675806577
17185,5.697462983808122,94.30253701619188
17187,15.793799906059183,84.20620009394082
17189,3.351196856020007,96.64880314397999
17191,3.416605437178545,96.58339456282145
17193,3.249176728869374,96.75082327113063
17195,14.987595728616116,85.01240427138389
17197,36.239401424217476,63.760598575782524
17199,9.827606776425673,90.17239322357432
17201,30.445541940502885,69.55445805949711
17203,3.998648051374048,96.00135194862595
18001,6.086541699405096,93.9134583005949
18003,25.36212771512531,74.63787228487469
18005,17.820501975759186,82.17949802424081
18007,7.118918294233214,92.88108170576679
18009,3.730092204526404,96.2699077954736
18011,8.997149211182256,91.00285078881775
18013,3.7088092424839174,96.29119075751609
18015,5.450390023351717,94.54960997664828
18017,20.392570148860493,79.60742985113951
18019,16.042944785276074,83.95705521472394
18021,3.2059610240733663,96.79403897592664
18023,17.903875968992246,82.09612403100776
18025,3.286607311990907,96.7133926880091
18027,8.157600989531481,91.84239901046853
18029,3.1169302775984504,96.88306972240154
18031,4.471150257520341,95.52884974247966
18033,4.386249016795447,95.61375098320455
18035,12.221621998396822,87.77837800160317
18037,9.481968753670857,90.51803124632914
18039,24.425958357657134,75.57404164234288
18041,3.796589577819239,96.20341042218075
18043,11.201964490042556,88.79803550995744
18045,4.152651213993027,95.84734878600698
18047,3.061224489795918,96.93877551020408
18049,7.639856659366913,92.36014334063309
18051,5.386822910438838,94.61317708956116
18053,14.063637466634313,85.93636253336568
18055,2.805723926763732,97.19427607323627
18057,15.580182134352865,84.41981786564713
18059,6.956032010058808,93.0439679899412
18061,3.84634448574969,96.15365551425032
18063,15.234508319910903,84.7654916800891
18065,5.73429181081809,94.26570818918191
18067,13.818808731758251,86.18119126824175
18069,4.798565121412803,95.2014348785872
18071,11.375847294325677,88.62415270567432
18073,7.920287683548096,92.0797123164519
