"GEO_ID","NAME","B19083_001E","B19083_001M"
"id","Geographic Area Name","Estimate!!Gini Index","Margin of Error!!Gini Index"
"0500000US51139","Page County, Virginia","0.4274","0.0370"
"0500000US51187","Warren County, Virginia","0.3979","0.0138"
"0500000US51510","Alexandria city, Virginia","0.4443","0.0074"
"0500000US51630","Fredericksburg city, Virginia","0.4600","0.0214"
"0500000US51650","Hampton city, Virginia","0.4313","0.0114"
"0500000US51013","Arlington County, Virginia","0.4355","0.0067"
"0500000US51670","Hopewell city, Virginia","0.4461","0.0209"
"0500000US51027","Buchanan County, Virginia","0.4645","0.0205"
"0500000US51069","Frederick County, Virginia","0.3926","0.0120"
"0500000US51179","Stafford County, Virginia","0.3702","0.0080"
"0500000US51199","York County, Virginia","0.3756","0.0123"
"0500000US51760","Richmond city, Virginia","0.5381","0.0085"
"0500000US51125","Nelson County, Virginia","0.4833","0.0426"
"0500000US51143","Pittsylvania County, Virginia","0.4338","0.0201"
"0500000US51720","Norton city, Virginia","0.5088","0.0516"
"0500000US51065","Fluvanna County, Virginia","0.4611","0.0962"
"0500000US51007","Amelia County, Virginia","0.4218","0.0309"
"0500000US51840","Winchester city, Virginia","0.4493","0.0224"
"0500000US51001","Accomack County, Virginia","0.4382","0.0189"
"0500000US51063","Floyd County, Virginia","0.4157","0.0244"
"0500000US51077","Grayson County, Virginia","0.4588","0.0344"
"0500000US51135","Nottoway County, Virginia","0.5133","0.0948"
"0500000US54033","Harrison County, West Virginia","0.4541","0.0125"
"0500000US54069","Ohio County, West Virginia","0.4904","0.0196"
"0500000US54013","Calhoun County, West Virginia","0.4423","0.0312"
"0500000US54065","Morgan County, West Virginia","0.4182","0.0579"
"0500000US54081","Raleigh County, West Virginia","0.4604","0.0209"
"0500000US54007","Braxton County, West Virginia","0.4313","0.0247"
"0500000US54001","Barbour County, West Virginia","0.4777","0.0303"
"0500000US54047","McDowell County, West Virginia","0.4610","0.0272"
"0500000US54099","Wayne County, West Virginia","0.4914","0.0184"
"0500000US54109","Wyoming County, West Virginia","0.4401","0.0230"
"0500000US54035","Jackson County, West Virginia","0.4572","0.0220"
"0500000US54055","Mercer County, West Virginia","0.4417","0.0160"
"0500000US54097","Upshur County, West Virginia","0.4470","0.0217"
"0500000US54101","Webster County, West Virginia","0.4747","0.0454"
"0500000US54003","Berkeley County, West Virginia","0.3940","0.0111"
"0500000US54019","Fayette County, West Virginia","0.4340","0.0179"
"0500000US54023","Grant County, West Virginia","0.4251","0.0280"
"0500000US54027","Hampshire County, West Virginia","0.4275","0.0231"
"0500000US54089","Summers County, West Virginia","0.4273","0.0227"
"0500000US54009","Brooke County, West Virginia","0.3897","0.0153"
"0500000US54017","Doddridge County, West Virginia","0.4176","0.0346"
"0500000US54057","Mineral County, West Virginia","0.4083","0.0185"
"0500000US54025","Greenbrier County, West Virginia","0.4660","0.0305"
"0500000US54031","Hardy County, West Virginia","0.4327","0.0523"
"0500000US54049","Marion County, West Virginia","0.4427","0.0127"
"0500000US54059","Mingo County, West Virginia","0.4703","0.0230"
"0500000US54029","Hancock County, West Virginia","0.4256","0.0158"
"0500000US54041","Lewis County, West Virginia","0.4542","0.0241"
"0500000US54067","Nicholas County, West Virginia","0.4480","0.0219"
"0500000US54075","Pocahontas County, West Virginia","0.4556","0.0464"
"0500000US54095","Tyler County, West Virginia","0.4669","0.0548"
"0500000US54083","Randolph County, West Virginia","0.5013","0.0359"
"0500000US54091","Taylor County, West Virginia","0.4295","0.0258"
"0500000US54105","Wirt County, West Virginia","0.3960","0.0344"
"0500000US54015","Clay County, West Virginia","0.4336","0.0275"
"0500000US54021","Gilmer County, West Virginia","0.4384","0.0249"
"0500000US54061","Monongalia County, West Virginia","0.5261","0.0125"
"0500000US54063","Monroe County, West Virginia","0.4386","0.0213"
"0500000US54103","Wetzel County, West Virginia","0.4387","0.0234"
"0500000US54011","Cabell County, West Virginia","0.5052","0.0134"
"0500000US54039","Kanawha County, West Virginia","0.4797","0.0103"
"0500000US54071","Pendleton County, West Virginia","0.4620","0.0433"
"0500000US54077","Preston County, West Virginia","0.4230","0.0168"
"0500000US53035","Kitsap County, Washington","0.4258","0.0074"
"0500000US53033","King County, Washington","0.4663","0.0029"
"0500000US53051","Pend Oreille County, Washington","0.4302","0.0204"
"0500000US53055","San Juan County, Washington","0.4969","0.0149"
"0500000US53075","Whitman County, Washington","0.5015","0.0163"
"0500000US53077","Yakima County, Washington","0.4450","0.0145"
"0500000US53015","Cowlitz County, Washington","0.4401","0.0125"
"0500000US53019","Ferry County, Washington","0.4510","0.0230"
"0500000US53041","Lewis County, Washington","0.4252","0.0153"
"0500000US53027","Grays Harbor County, Washington","0.4451","0.0178"
"0500000US53029","Island County, Washington","0.4244","0.0137"
"0500000US53069","Wahkiakum County, Washington","0.4103","0.0420"
"0500000US53021","Franklin County, Washington","0.4046","0.0164"
"0500000US53025","Grant County, Washington","0.4227","0.0190"
"0500000US53073","Whatcom County, Washington","0.4463","0.0094"
"0500000US53047","Okanogan County, Washington","0.4320","0.0170"
"0500000US53037","Kittitas County, Washington","0.4442","0.0149"
"0500000US53005","Benton County, Washington","0.4303","0.0078"
"0500000US53013","Columbia County, Washington","0.4667","0.0362"
"0500000US53003","Asotin County, Washington","0.4312","0.0210"
"0500000US53023","Garfield County, Washington","0.3661","0.0360"
"0500000US53045","Mason County, Washington","0.4195","0.0161"
"0500000US53065","Stevens County, Washington","0.4360","0.0124"
"0500000US53063","Spokane County, Washington","0.4564","0.0053"
"0500000US53007","Chelan County, Washington","0.4510","0.0140"
"0500000US55105","Rock County, Wisconsin","0.4150","0.0098"
"0500000US55137","Waushara County, Wisconsin","0.4318","0.0202"
"0500000US55001","Adams County, Wisconsin","0.4342","0.0185"
"0500000US55007","Bayfield County, Wisconsin","0.4168","0.0115"
"0500000US55065","Lafayette County, Wisconsin","0.4088","0.0121"
"0500000US55081","Monroe County, Wisconsin","0.3979","0.0135"
"0500000US55093","Pierce County, Wisconsin","0.3986","0.0110"
"0500000US55141","Wood County, Wisconsin","0.4218","0.0123"
"0500000US55003","Ashland County, Wisconsin","0.4322","0.0183"
"0500000US55015","Calumet County, Wisconsin","0.3943","0.0136"
"0500000US55037","Florence County, Wisconsin","0.4850","0.0514"
"0500000US55019","Clark County, Wisconsin","0.4159","0.0114"
"0500000US55055","Jefferson County, Wisconsin","0.3976","0.0129"
"0500000US55059","Kenosha County, Wisconsin","0.4394","0.0087"
"0500000US55051","Iron County, Wisconsin","0.4467","0.0228"
"0500000US55109","St. Croix County, Wisconsin","0.3935","0.0112"
"0500000US55083","Oconto County, Wisconsin","0.3952","0.0094"
"0500000US55069","Lincoln County, Wisconsin","0.3938","0.0094"
"0500000US55135","Waupaca County, Wisconsin","0.4155","0.0116"
"0500000US55005","Barron County, Wisconsin","0.4359","0.0193"
"0500000US55113","Sawyer County, Wisconsin","0.5057","0.0389"
"0500000US55047","Green Lake County, Wisconsin","0.4102","0.0132"
"0500000US55077","Marquette County, Wisconsin","0.3935","0.0091"
"0500000US55075","Marinette County, Wisconsin","0.4228","0.0118"
"0500000US55101","Racine County, Wisconsin","0.4314","0.0073"
"0500000US55139","Winnebago County, Wisconsin","0.4717","0.0120"
"0500000US55041","Forest County, Wisconsin","0.4215","0.0175"
"0500000US55043","Grant County, Wisconsin","0.4116","0.0113"
"0500000US55107","Rusk County, Wisconsin","0.4146","0.0151"
"0500000US55117","Sheboygan County, Wisconsin","0.4092","0.0087"
"0500000US55067","Langlade County, Wisconsin","0.4078","0.0140"
"0500000US55087","Outagamie County, Wisconsin","0.4137","0.0083"
"0500000US55123","Vernon County, Wisconsin","0.4528","0.0386"
"0500000US55021","Columbia County, Wisconsin","0.4056","0.0116"
"0500000US55061","Kewaunee County, Wisconsin","0.3956","0.0146"
"0500000US55009","Brown County, Wisconsin","0.4317","0.0106"
"0500000US55073","Marathon County, Wisconsin","0.4421","0.0131"
"0500000US55085","Oneida County, Wisconsin","0.4519","0.0175"
"0500000US55121","Trempealeau County, Wisconsin","0.3970","0.0077"
"0500000US55129","Washburn County, Wisconsin","0.4543","0.0248"
"0500000US55027","Dodge County, Wisconsin","0.3972","0.0114"
"0500000US55127","Walworth County, Wisconsin","0.4310","0.0101"
"0500000US55023","Crawford County, Wisconsin","0.4345","0.0196"
"0500000US55071","Manitowoc County, Wisconsin","0.4062","0.0112"
"0500000US55111","Sauk County, Wisconsin","0.4150","0.0118"
"0500000US55013","Burnett County, Wisconsin","0.4195","0.0123"
"0500000US55017","Chippewa County, Wisconsin","0.4072","0.0102"
"0500000US55029","Door County, Wisconsin","0.4384","0.0175"
"0500000US55031","Douglas County, Wisconsin","0.4133","0.0133"
"0500000US55053","Jackson County, Wisconsin","0.4128","0.0150"
"0500000US55049","Iowa County, Wisconsin","0.4311","0.0181"
"0500000US55089","Ozaukee County, Wisconsin","0.4857","0.0165"
"0500000US55103","Richland County, Wisconsin","0.3964","0.0142"
"0500000US56005","Campbell County, Wyoming","0.3865","0.0194"
"0500000US56019","Johnson County, Wyoming","0.4895","0.0598"
"0500000US56025","Natrona County, Wyoming","0.4365","0.0148"
"0500000US56009","Converse County, Wyoming","0.3973","0.0303"
"0500000US56027","Niobrara County, Wyoming","0.4539","0.0374"
"0500000US56039","Teton County, Wyoming","0.4879","0.0410"
"0500000US56037","Sweetwater County, Wyoming","0.4127","0.0201"
"0500000US56031","Platte County, Wyoming","0.4635","0.0678"
"0500000US56029","Park County, Wyoming","0.4437","0.0419"
"0500000US56033","Sheridan County, Wyoming","0.4383","0.0204"
"0500000US56003","Big Horn County, Wyoming","0.3985","0.0154"
"0500000US56011","Crook County, Wyoming","0.4387","0.0363"
"0500000US56001","Albany County, Wyoming","0.4667","0.0228"
"0500000US56007","Carbon County, Wyoming","0.4106","0.0195"
"0500000US56015","Goshen County, Wyoming","0.4219","0.0298"
"0500000US56041","Uinta County, Wyoming","0.4002","0.0190"
"0500000US56043","Washakie County, Wyoming","0.3898","0.0331"
"0500000US56017","Hot Springs County, Wyoming","0.4246","0.0356"
"0500000US56013","Fremont County, Wyoming","0.4298","0.0218"
"0500000US56035","Sublette County, Wyoming","0.3580","0.0356"
"0500000US56045","Weston County, Wyoming","0.4284","0.0235"
"0500000US72065","Hatillo Municipio, Puerto Rico","0.5175","0.0237"
"0500000US72069","Humacao Municipio, Puerto Rico","0.5308","0.0383"
"0500000US72101","Morovis Municipio, Puerto Rico","0.4698","0.0252"
"0500000US72097","Mayag�ez Municipio, Puerto Rico","0.6106","0.0186"
"0500000US72139","Trujillo Alto Municipio, Puerto Rico","0.4887","0.0227"
"0500000US72115","Quebradillas Municipio, Puerto Rico","0.5155","0.0484"
"0500000US72099","Moca Municipio, Puerto Rico","0.5594","0.0515"
"0500000US72049","Culebra Municipio, Puerto Rico","0.4175","0.0451"
"0500000US72123","Salinas Municipio, Puerto Rico","0.4800","0.0235"
"0500000US72017","Barceloneta Municipio, Puerto Rico","0.4961","0.0261"
"0500000US72153","Yauco Municipio, Puerto Rico","0.5118","0.0160"
"0500000US72061","Guaynabo Municipio, Puerto Rico","0.5749","0.0152"
"0500000US72023","Cabo Rojo Municipio, Puerto Rico","0.5359","0.0217"
"0500000US72053","Fajardo Municipio, Puerto Rico","0.5259","0.0411"
"0500000US72109","Patillas Municipio, Puerto Rico","0.5057","0.0361"
"0500000US72117","Rinc�n Municipio, Puerto Rico","0.4746","0.0339"
"0500000US72007","Aguas Buenas Municipio, Puerto Rico","0.5356","0.0405"
"0500000US72021","Bayam�n Municipio, Puerto Rico","0.4980","0.0097"
"0500000US72035","Cayey Municipio, Puerto Rico","0.4957","0.0163"
"0500000US72095","Maunabo Municipio, Puerto Rico","0.4721","0.0659"
"0500000US72111","Pe�uelas Municipio, Puerto Rico","0.4733","0.0261"
"0500000US72131","San Sebasti�n Municipio, Puerto Rico","0.5262","0.0456"
"0500000US72135","Toa Alta Municipio, Puerto Rico","0.4994","0.0201"
"0500000US72147","Vieques Municipio, Puerto Rico","0.4542","0.0466"
"0500000US72151","Yabucoa Municipio, Puerto Rico","0.5104","0.0259"
"0500000US72025","Caguas Municipio, Puerto Rico","0.5204","0.0169"
"0500000US72029","Can�vanas Municipio, Puerto Rico","0.5351","0.0330"
"0500000US72043","Coamo Municipio, Puerto Rico","0.5100","0.0217"
"0500000US72051","Dorado Municipio, Puerto Rico","0.5563","0.0312"
"0500000US72019","Barranquitas Municipio, Puerto Rico","0.4921","0.0372"
"0500000US72107","Orocovis Municipio, Puerto Rico","0.5515","0.0417"
"0500000US72011","A�asco Municipio, Puerto Rico","0.4697","0.0231"
"0500000US72037","Ceiba Municipio, Puerto Rico","0.5624","0.0853"
"0500000US72045","Comer�o Municipio, Puerto Rico","0.5215","0.0226"
"0500000US72071","Isabela Municipio, Puerto Rico","0.4976","0.0196"
"0500000US72081","Lares Municipio, Puerto Rico","0.5523","0.0389"
"0500000US72085","Las Piedras Municipio, Puerto Rico","0.5082","0.0263"
"0500000US72127","San Juan Municipio, Puerto Rico","0.6179","0.0090"
"0500000US72143","Vega Alta Municipio, Puerto Rico","0.5572","0.0329"
"0500000US72093","Maricao Municipio, Puerto Rico","0.4770","0.0437"
"0500000US72009","Aibonito Municipio, Puerto Rico","0.4789","0.0395"
"0500000US72077","Juncos Municipio, Puerto Rico","0.4773","0.0198"
"0500000US72121","Sabana Grande Municipio, Puerto Rico","0.4993","0.0271"
"0500000US72067","Hormigueros Municipio, Puerto Rico","0.4952","0.0420"
"0500000US72001","Adjuntas Municipio, Puerto Rico","0.5259","0.0256"
"0500000US72027","Camuy Municipio, Puerto Rico","0.5404","0.0366"
"0500000US72055","Gu�nica Municipio, Puerto Rico","0.5130","0.0409"
"0500000US72091","Manat� Municipio, Puerto Rico","0.5183","0.0216"
"0500000US72103","Naguabo Municipio, Puerto Rico","0.4467","0.0254"
"0500000US72105","Naranjito Municipio, Puerto Rico","0.4776","0.0265"
"0500000US72125","San Germ�n Municipio, Puerto Rico","0.5435","0.0282"
"0500000US72141","Utuado Municipio, Puerto Rico","0.5071","0.0223"
"0500000US72013","Arecibo Municipio, Puerto Rico","0.5108","0.0151"
"0500000US72015","Arroyo Municipio, Puerto Rico","0.4428","0.0290"
"0500000US72033","Cata�o Municipio, Puerto Rico","0.5634","0.0174"
"0500000US72054","Florida Municipio, Puerto Rico","0.4521","0.0390"
"0500000US01099","Monroe County, Alabama","0.5477","0.0284"
"0500000US01079","Lawrence County, Alabama","0.4389","0.0259"
"0500000US01081","Lee County, Alabama","0.5081","0.0121"
"0500000US01107","Pickens County, Alabama","0.4997","0.0309"
"0500000US01119","Sumter County, Alabama","0.5469","0.0437"
"0500000US01023","Choctaw County, Alabama","0.4809","0.0225"
"0500000US01091","Marengo County, Alabama","0.5386","0.0494"
"0500000US01113","Russell County, Alabama","0.4540","0.0154"
"0500000US01039","Covington County, Alabama","0.4553","0.0161"
"0500000US01041","Crenshaw County, Alabama","0.5040","0.0451"
"0500000US01077","Lauderdale County, Alabama","0.4672","0.0144"
"0500000US01085","Lowndes County, Alabama","0.4999","0.0221"
"0500000US01083","Limestone County, Alabama","0.4509","0.0145"
"0500000US01115","St. Clair County, Alabama","0.4068","0.0134"
"0500000US01133","Winston County, Alabama","0.4517","0.0266"
"0500000US01043","Cullman County, Alabama","0.4548","0.0146"
"0500000US01051","Elmore County, Alabama","0.4359","0.0152"
"0500000US01071","Jackson County, Alabama","0.4616","0.0159"
"0500000US01121","Talladega County, Alabama","0.4584","0.0173"
"0500000US01129","Washington County, Alabama","0.4684","0.0450"
"0500000US01031","Coffee County, Alabama","0.4427","0.0157"
"0500000US01103","Morgan County, Alabama","0.4511","0.0116"
"0500000US01021","Chilton County, Alabama","0.4845","0.0337"
"0500000US01033","Colbert County, Alabama","0.4496","0.0183"
"0500000US01045","Dale County, Alabama","0.4500","0.0151"
"0500000US01055","Etowah County, Alabama","0.4483","0.0128"
"0500000US01049","DeKalb County, Alabama","0.4748","0.0169"
"0500000US01075","Lamar County, Alabama","0.4623","0.0423"
"0500000US01111","Randolph County, Alabama","0.4733","0.0351"
"0500000US01097","Mobile County, Alabama","0.4765","0.0078"
"0500000US01127","Walker County, Alabama","0.4587","0.0158"
"0500000US01029","Cleburne County, Alabama","0.4622","0.0277"
"0500000US01063","Greene County, Alabama","0.5041","0.0356"
"0500000US01005","Barbour County, Alabama","0.4731","0.0156"
"0500000US01011","Bullock County, Alabama","0.5174","0.0479"
"0500000US01015","Calhoun County, Alabama","0.4676","0.0160"
"0500000US01025","Clarke County, Alabama","0.5185","0.0217"
"0500000US01101","Montgomery County, Alabama","0.4929","0.0089"
"0500000US01095","Marshall County, Alabama","0.4805","0.0162"
"0500000US01067","Henry County, Alabama","0.4350","0.0185"
"0500000US01089","Madison County, Alabama","0.4673","0.0071"
"0500000US01123","Tallapoosa County, Alabama","0.4617","0.0163"
"0500000US02016","Aleutians West Census Area, Alaska","0.3628","0.0112"
"0500000US01131","Wilcox County, Alabama","0.5108","0.0287"
"0500000US02068","Denali Borough, Alaska","0.3631","0.0441"
"0500000US02122","Kenai Peninsula Borough, Alaska","0.4322","0.0142"
"0500000US02060","Bristol Bay Borough, Alaska","0.3911","0.0323"
"0500000US02150","Kodiak Island Borough, Alaska","0.3869","0.0386"
"0500000US02188","Northwest Arctic Borough, Alaska","0.4375","0.0188"
"0500000US02050","Bethel Census Area, Alaska","0.4446","0.0146"
"0500000US02185","North Slope Borough, Alaska","0.4156","0.0260"
"0500000US02220","Sitka City and Borough, Alaska","0.4222","0.0272"
"0500000US02090","Fairbanks North Star Borough, Alaska","0.4061","0.0128"
"0500000US02130","Ketchikan Gateway Borough, Alaska","0.4161","0.0166"
"0500000US02170","Matanuska-Susitna Borough, Alaska","0.4171","0.0080"
"0500000US02180","Nome Census Area, Alaska","0.4294","0.0187"
"0500000US02070","Dillingham Census Area, Alaska","0.4285","0.0226"
"0500000US02100","Haines Borough, Alaska","0.3796","0.0388"
"0500000US02282","Yakutat City and Borough, Alaska","0.3498","0.0273"
"0500000US02110","Juneau City and Borough, Alaska","0.3947","0.0343"
"0500000US02164","Lake and Peninsula Borough, Alaska","0.4318","0.0462"
"0500000US02240","Southeast Fairbanks Census Area, Alaska","0.3858","0.0201"
"0500000US02290","Yukon-Koyukuk Census Area, Alaska","0.4666","0.0136"
"0500000US02020","Anchorage Municipality, Alaska","0.4251","0.0090"
"0500000US02013","Aleutians East Borough, Alaska","0.3987","0.0202"
"0500000US02230","Skagway Municipality, Alaska","0.3224","0.0209"
"0500000US02198","Prince of Wales-Hyder Census Area, Alaska","0.4139","0.0141"
"0500000US02195","Petersburg Borough, Alaska","0.4388","0.0227"
"0500000US02158","Kusilvak Census Area, Alaska","0.4305","0.0213"
"0500000US04013","Maricopa County, Arizona","0.4666","0.0023"
"0500000US04009","Graham County, Arizona","0.4049","0.0157"
"0500000US04023","Santa Cruz County, Arizona","0.4933","0.0266"
"0500000US04012","La Paz County, Arizona","0.4663","0.0325"
"0500000US04015","Mohave County, Arizona","0.4451","0.0090"
"0500000US04005","Coconino County, Arizona","0.4654","0.0130"
"0500000US04027","Yuma County, Arizona","0.4462","0.0103"
"0500000US04011","Greenlee County, Arizona","0.3908","0.0326"
"0500000US04021","Pinal County, Arizona","0.4235","0.0100"
"0500000US05123","St. Francis County, Arkansas","0.4729","0.0236"
"0500000US05145","White County, Arkansas","0.4731","0.0186"
"0500000US05099","Nevada County, Arkansas","0.4140","0.0238"
"0500000US05037","Cross County, Arkansas","0.4752","0.0510"
"0500000US05043","Drew County, Arkansas","0.4806","0.0317"
"0500000US05027","Columbia County, Arkansas","0.4974","0.0403"
"0500000US05125","Saline County, Arkansas","0.3983","0.0108"
"0500000US05141","Van Buren County, Arkansas","0.4450","0.0187"
"0500000US05065","Izard County, Arkansas","0.4257","0.0500"
"0500000US05079","Lincoln County, Arkansas","0.4452","0.0344"
"0500000US05083","Logan County, Arkansas","0.4486","0.0255"
"0500000US05035","Crittenden County, Arkansas","0.4568","0.0165"
"0500000US05047","Franklin County, Arkansas","0.4480","0.0237"
"0500000US05109","Pike County, Arkansas","0.4352","0.0248"
"0500000US05069","Jefferson County, Arkansas","0.4695","0.0175"
"0500000US05097","Montgomery County, Arkansas","0.4524","0.0323"
"0500000US05127","Scott County, Arkansas","0.4325","0.0267"
"0500000US05131","Sebastian County, Arkansas","0.4781","0.0143"
"0500000US05007","Benton County, Arkansas","0.4549","0.0092"
"0500000US05017","Chicot County, Arkansas","0.5579","0.0471"
"0500000US05071","Johnson County, Arkansas","0.4427","0.0241"
"0500000US05077","Lee County, Arkansas","0.4992","0.0310"
"0500000US05115","Pope County, Arkansas","0.4640","0.0181"
"0500000US05041","Desha County, Arkansas","0.4642","0.0255"
"0500000US05049","Fulton County, Arkansas","0.4311","0.0208"
"0500000US05051","Garland County, Arkansas","0.4881","0.0249"
"0500000US05117","Prairie County, Arkansas","0.4400","0.0238"
"0500000US39161","Van Wert County, Ohio","0.4150","0.0213"
"0500000US39167","Washington County, Ohio","0.4593","0.0194"
"0500000US39171","Williams County, Ohio","0.4008","0.0183"
"0500000US39011","Auglaize County, Ohio","0.3997","0.0139"
"0500000US39029","Columbiana County, Ohio","0.4472","0.0137"
"0500000US39037","Darke County, Ohio","0.4017","0.0134"
"0500000US39123","Ottawa County, Ohio","0.4236","0.0166"
"0500000US39051","Fulton County, Ohio","0.3969","0.0184"
"0500000US39065","Hardin County, Ohio","0.3957","0.0137"
"0500000US39079","Jackson County, Ohio","0.4133","0.0280"
"0500000US39095","Lucas County, Ohio","0.4880","0.0057"
"0500000US39117","Morrow County, Ohio","0.4165","0.0309"
"0500000US39121","Noble County, Ohio","0.4543","0.0613"
"0500000US39135","Preble County, Ohio","0.4024","0.0201"
"0500000US39147","Seneca County, Ohio","0.4288","0.0200"
"0500000US39151","Stark County, Ohio","0.4383","0.0060"
"0500000US39003","Allen County, Ohio","0.4417","0.0142"
"0500000US39031","Coshocton County, Ohio","0.4240","0.0157"
"0500000US39033","Crawford County, Ohio","0.4447","0.0295"
"0500000US39041","Delaware County, Ohio","0.4279","0.0081"
"0500000US39059","Guernsey County, Ohio","0.4348","0.0158"
"0500000US39073","Hocking County, Ohio","0.4113","0.0150"
"0500000US39107","Mercer County, Ohio","0.4078","0.0199"
"0500000US39141","Ross County, Ohio","0.4466","0.0155"
"0500000US39035","Cuyahoga County, Ohio","0.5124","0.0035"
"0500000US39093","Lorain County, Ohio","0.4480","0.0078"
"0500000US39109","Miami County, Ohio","0.4175","0.0129"
"0500000US39113","Montgomery County, Ohio","0.4670","0.0053"
"0500000US39155","Trumbull County, Ohio","0.4494","0.0097"
"0500000US39173","Wood County, Ohio","0.4531","0.0118"
"0500000US39007","Ashtabula County, Ohio","0.4439","0.0102"
"0500000US40001","Adair County, Oklahoma","0.4606","0.0191"
"0500000US40137","Stephens County, Oklahoma","0.4557","0.0149"
"0500000US40025","Cimarron County, Oklahoma","0.4623","0.0704"
"0500000US40019","Carter County, Oklahoma","0.4530","0.0184"
"0500000US40053","Grant County, Oklahoma","0.4029","0.0304"
"0500000US40055","Greer County, Oklahoma","0.4462","0.0294"
"0500000US40087","McClain County, Oklahoma","0.4153","0.0156"
"0500000US40091","McIntosh County, Oklahoma","0.4598","0.0208"
"0500000US40099","Murray County, Oklahoma","0.4402","0.0281"
"0500000US40103","Noble County, Oklahoma","0.4474","0.0322"
"0500000US40115","Ottawa County, Oklahoma","0.4457","0.0102"
"0500000US40135","Sequoyah County, Oklahoma","0.4479","0.0147"
"0500000US40145","Wagoner County, Oklahoma","0.3988","0.0092"
"0500000US40151","Woods County, Oklahoma","0.4352","0.0239"
"0500000US40015","Caddo County, Oklahoma","0.4462","0.0205"
"0500000US40101","Muskogee County, Oklahoma","0.4736","0.0150"
"0500000US40107","Okfuskee County, Oklahoma","0.4407","0.0162"
"0500000US40013","Bryan County, Oklahoma","0.4664","0.0180"
"0500000US40059","Harper County, Oklahoma","0.4260","0.0456"
"0500000US40071","Kay County, Oklahoma","0.4459","0.0137"
"0500000US40035","Craig County, Oklahoma","0.4231","0.0184"
"0500000US40143","Tulsa County, Oklahoma","0.4825","0.0045"
"0500000US40017","Canadian County, Oklahoma","0.4011","0.0119"
"0500000US40057","Harmon County, Oklahoma","0.4384","0.0257"
"0500000US40127","Pushmataha County, Oklahoma","0.4956","0.0266"
"0500000US40077","Latimer County, Oklahoma","0.4819","0.0326"
"0500000US40113","Osage County, Oklahoma","0.4414","0.0136"
"0500000US40139","Texas County, Oklahoma","0.3884","0.0219"
"0500000US40047","Garfield County, Oklahoma","0.4362","0.0148"
"0500000US40069","Johnston County, Oklahoma","0.4454","0.0264"
"0500000US40121","Pittsburg County, Oklahoma","0.4574","0.0184"
"0500000US40129","Roger Mills County, Oklahoma","0.4868","0.0291"
"0500000US40153","Woodward County, Oklahoma","0.4364","0.0398"
"0500000US40021","Cherokee County, Oklahoma","0.4540","0.0152"
"0500000US40041","Delaware County, Oklahoma","0.4579","0.0169"
"0500000US40045","Ellis County, Oklahoma","0.4598","0.0317"
"0500000US40051","Grady County, Oklahoma","0.4407","0.0125"
"0500000US40119","Payne County, Oklahoma","0.5249","0.0178"
"0500000US40125","Pottawatomie County, Oklahoma","0.4419","0.0104"
"0500000US40037","Creek County, Oklahoma","0.4484","0.0115"
"0500000US40141","Tillman County, Oklahoma","0.4626","0.0305"
"0500000US40149","Washita County, Oklahoma","0.4394","0.0284"
"0500000US40033","Cotton County, Oklahoma","0.3936","0.0195"
"0500000US40075","Kiowa County, Oklahoma","0.4318","0.0207"
"0500000US40079","Le Flore County, Oklahoma","0.4561","0.0130"
"0500000US40089","McCurtain County, Oklahoma","0.4526","0.0126"
"0500000US40093","Major County, Oklahoma","0.4344","0.0257"
"0500000US40097","Mayes County, Oklahoma","0.4267","0.0182"
"0500000US40109","Oklahoma County, Oklahoma","0.4891","0.0052"
"0500000US40039","Custer County, Oklahoma","0.4760","0.0292"
"0500000US40007","Beaver County, Oklahoma","0.4219","0.0276"
"0500000US40085","Love County, Oklahoma","0.3903","0.0208"
"0500000US40009","Beckham County, Oklahoma","0.4498","0.0326"
"0500000US40023","Choctaw County, Oklahoma","0.5136","0.0287"
"0500000US40065","Jackson County, Oklahoma","0.4334","0.0202"
"0500000US40081","Lincoln County, Oklahoma","0.4479","0.0142"
"0500000US41047","Marion County, Oregon","0.4312","0.0099"
"0500000US41029","Jackson County, Oregon","0.4656","0.0132"
"0500000US41023","Grant County, Oregon","0.4287","0.0278"
"0500000US41031","Jefferson County, Oregon","0.4133","0.0182"
"0500000US41005","Clackamas County, Oregon","0.4464","0.0059"
"0500000US41043","Linn County, Oregon","0.4258","0.0148"
"0500000US41057","Tillamook County, Oregon","0.4430","0.0349"
"0500000US41001","Baker County, Oregon","0.4385","0.0218"
"0500000US41033","Josephine County, Oregon","0.4644","0.0193"
"0500000US41059","Umatilla County, Oregon","0.4391","0.0196"
"0500000US41041","Lincoln County, Oregon","0.4448","0.0168"
"0500000US41009","Columbia County, Oregon","0.4201","0.0224"
"0500000US41055","Sherman County, Oregon","0.5114","0.0616"
"0500000US41065","Wasco County, Oregon","0.4173","0.0229"
"0500000US41039","Lane County, Oregon","0.4637","0.0068"
"0500000US41045","Malheur County, Oregon","0.4467","0.0179"
"0500000US41067","Washington County, Oregon","0.4268","0.0054"
"0500000US41049","Morrow County, Oregon","0.3915","0.0247"
"0500000US41007","Clatsop County, Oregon","0.4145","0.0127"
"0500000US41015","Curry County, Oregon","0.4470","0.0220"
"0500000US41021","Gilliam County, Oregon","0.3959","0.0342"
"0500000US41037","Lake County, Oregon","0.4424","0.0223"
"0500000US41061","Union County, Oregon","0.4622","0.0220"
